m#id	m#node	C#dc	C#cc	C#bc	C#pr	C#c	D#community	cD#class
307	java.awt.image.ImageObserver	0.030363	0.347159	0.000071	0.001418	0.283838	2	11
308	java.awt.image.ImageProducer	0.034983	0.347477	0.000262	0.001775	0.183599	2	11
309	java.awt.image.ImagingOpException	0.004620	0.477316	0.000000	0.000375	0.952381	1	11
310	java.awt.image.IndexColorModel	0.007921	0.480800	0.000007	0.000534	0.709091	4	11
311	java.awt.image.Kernel	0.003300	0.477165	0.000015	0.000299	0.600000	4	11
312	java.awt.image.LookupOp	0.008581	0.481411	0.000212	0.000601	0.564103	4	11
313	java.awt.image.LookupTable	0.003960	0.477165	0.000001	0.000378	0.800000	0	11
314	java.awt.image.MemoryImageSource	0.004620	0.479430	0.000124	0.000360	0.571429	4	11
315	java.awt.image.MultiPixelPackedSampleModel	0.003300	0.476715	0.000000	0.000310	1.000000	0	11
316	java.awt.image.PackedColorModel	0.005941	0.479734	0.000000	0.000452	0.916667	4	11
317	java.awt.image.PixelGrabber	0.005281	0.480190	0.000126	0.000390	0.571429	4	11
318	java.awt.image.PixelInterleavedSampleModel	0.003960	0.476865	0.000000	0.000360	1.000000	0	11
319	java.awt.image.RGBImageFilter	0.005941	0.479734	0.000125	0.000441	0.638889	4	11
320	java.awt.image.Raster	0.021122	0.484800	0.000725	0.001364	0.326882	4	11
321	java.awt.image.RasterFormatException	0.004620	0.477316	0.000000	0.000375	0.952381	1	11
322	java.awt.image.RasterOp	0.007261	0.331655	0.000002	0.000517	0.581818	4	11
323	java.awt.image.RenderedImage	0.009901	0.481258	0.000292	0.000705	0.495238	4	11
324	java.awt.image.ReplicateScaleFilter	0.005941	0.479734	0.000124	0.000441	0.750000	4	11
325	java.awt.image.RescaleOp	0.007921	0.481258	0.000207	0.000548	0.621212	4	11
326	java.awt.image.SampleModel	0.012541	0.481870	0.000023	0.000919	0.502924	4	11
327	java.awt.image.ShortLookupTable	0.002640	0.476565	0.000000	0.000275	1.000000	0	11
328	java.awt.image.SinglePixelPackedSampleModel	0.003300	0.476715	0.000000	0.000310	1.000000	0	11
329	java.awt.image.TileObserver	0.001980	0.327073	0.000000	0.000176	1.000000	4	11
330	java.awt.image.VolatileImage	0.033663	0.491564	0.001015	0.001599	0.354286	2	11
331	java.awt.image.WritableRaster	0.017162	0.483871	0.000590	0.001099	0.416667	4	11
332	java.awt.image.WritableRenderedImage	0.007921	0.480647	0.000519	0.000548	0.690909	4	11
333	java.awt.image.renderable.ContextualRenderedImageFactory	0.006601	0.477767	0.000250	0.000520	0.644444	4	12
334	java.awt.image.renderable.ParameterBlock	0.007261	0.478220	0.000398	0.000564	0.545455	4	12
335	java.awt.image.renderable.RenderContext	0.007261	0.479430	0.000076	0.000544	0.527273	4	12
336	java.awt.image.renderable.RenderableImage	0.007261	0.478673	0.000005	0.000550	0.654545	4	12
337	java.awt.image.renderable.RenderableImageOp	0.006601	0.478673	0.000003	0.000511	0.777778	4	12
338	java.awt.image.renderable.RenderableImageProducer	0.005281	0.479582	0.000237	0.000423	0.357143	4	12
339	java.awt.image.renderable.RenderedImageFactory	0.002640	0.327780	0.000000	0.000263	0.666667	4	12
340	java.awt.peer.ButtonPeer	0.013861	0.479430	0.000056	0.000719	0.480952	2	13
341	java.awt.peer.CanvasPeer	0.013201	0.349642	0.000009	0.000677	0.447368	2	13
342	java.awt.peer.CheckboxMenuItemPeer	0.001980	0.471082	0.000000	0.000229	1.000000	2	13
343	java.awt.peer.CheckboxPeer	0.014521	0.479582	0.000064	0.000764	0.441558	2	13
344	java.awt.peer.ChoicePeer	0.013861	0.479430	0.000056	0.000719	0.480952	2	13
345	java.awt.peer.ComponentPeer	0.032343	0.353807	0.000053	0.001460	0.531915	2	13
346	java.awt.peer.ContainerPeer	0.025083	0.351508	0.000021	0.001176	0.590090	2	13
347	java.awt.peer.DesktopPeer	0.001320	0.326649	0.000000	0.000193	1.000000	5	13
348	java.awt.peer.DialogPeer	0.016502	0.481717	0.000081	0.000850	0.496667	2	13
349	java.awt.peer.FileDialogPeer	0.016502	0.481717	0.000075	0.000873	0.430000	2	13
350	java.awt.peer.FontPeer	0.000660	0.332018	0.000000	0.000131	0.000000	2	13
351	java.awt.peer.FramePeer	0.015842	0.480800	0.000073	0.000817	0.463768	2	13
352	java.awt.peer.KeyboardFocusManagerPeer	0.001320	0.337116	0.000000	0.000158	1.000000	2	13
353	java.awt.peer.LabelPeer	0.013861	0.479430	0.000056	0.000719	0.480952	2	13
354	java.awt.peer.LightweightPeer	0.013201	0.349642	0.000009	0.000677	0.447368	2	13
355	java.awt.peer.ListPeer	0.013861	0.479430	0.000056	0.000719	0.480952	2	13
356	java.awt.peer.MenuBarPeer	0.001980	0.332602	0.000000	0.000212	1.000000	2	13
357	java.awt.peer.MenuComponentPeer	0.005941	0.333333	0.000005	0.000457	0.527778	2	13
358	java.awt.peer.MenuItemPeer	0.003300	0.471375	0.000056	0.000334	0.600000	2	13
359	java.awt.peer.MenuPeer	0.003300	0.471522	0.000001	0.000316	0.800000	2	13
360	java.awt.peer.MouseInfoPeer	0.001320	0.336592	0.000000	0.000159	1.000000	2	13
361	java.awt.peer.PanelPeer	0.013201	0.349723	0.000010	0.000683	0.357895	2	13
362	java.awt.peer.PopupMenuPeer	0.003300	0.471522	0.000000	0.000293	0.800000	2	13
363	java.awt.peer.RobotPeer	0.000660	0.333113	0.000000	0.000130	0.000000	4	13
364	java.awt.peer.ScrollPanePeer	0.013861	0.350046	0.000045	0.000729	0.323810	2	13
365	java.awt.peer.ScrollbarPeer	0.013201	0.349642	0.000009	0.000677	0.447368	2	13
366	java.awt.peer.SystemTrayPeer	0.000660	0.329993	0.000000	0.000129	0.000000	2	13
367	java.awt.peer.TextAreaPeer	0.014521	0.479582	0.000064	0.000750	0.454545	2	13
368	java.awt.peer.TextComponentPeer	0.015842	0.479886	0.000073	0.000806	0.525362	2	13
369	java.awt.peer.TextFieldPeer	0.014521	0.479582	0.000064	0.000750	0.454545	2	13
370	java.awt.peer.TrayIconPeer	0.000660	0.468605	0.000000	0.000140	0.000000	1	13
371	java.awt.peer.WindowPeer	0.015182	0.350532	0.000011	0.000769	0.505929	2	13
372	java.awt.print.Book	0.003960	0.477316	0.000726	0.000414	0.600000	4	14
373	java.awt.print.PageFormat	0.005941	0.477918	0.000761	0.000578	0.500000	4	14
374	java.awt.print.Pageable	0.002640	0.324481	0.000000	0.000345	0.833333	4	14
375	java.awt.print.Paper	0.003300	0.477165	0.000015	0.000315	0.700000	4	14
376	java.awt.print.Printable	0.003300	0.331728	0.000019	0.000382	0.500000	4	14
377	java.awt.print.PrinterAbortException	0.004620	0.477316	0.000000	0.000379	0.952381	1	14
378	java.awt.print.PrinterException	0.005941	0.477918	0.000001	0.000465	0.888889	1	14
379	java.awt.print.PrinterGraphics	0.000660	0.323303	0.000000	0.000167	0.000000	4	14
380	java.awt.print.PrinterIOException	0.005281	0.477466	0.000000	0.000419	0.928571	1	14
381	java.awt.print.PrinterJob	0.004620	0.477617	0.002047	0.000556	0.428571	4	14
382	java.beans.AppletInitializer	0.001980	0.332748	0.000001	0.000228	0.333333	10	15
383	java.beans.ArrayPersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
384	java.beans.BeanDescriptor	0.005941	0.477617	0.000799	0.000532	0.500000	7	15
385	java.beans.BeanInfo	0.004620	0.332018	0.000005	0.000458	0.333333	7	15
386	java.beans.Beans	0.003960	0.477617	0.000404	0.000375	0.600000	10	15
387	java.beans.BeansAppletContext	0.007261	0.482177	0.000491	0.000545	0.527273	5	15
388	java.beans.BeansAppletStub	0.003960	0.477015	0.000008	0.000357	0.733333	5	15
389	java.beans.ConstructorProperties	0.002640	0.476565	0.000000	0.000272	1.000000	0	15
390	java.beans.Customizer	0.001320	0.465295	0.000010	0.000173	0.000000	0	15
391	java.beans.DefaultPersistenceDelegate	0.015842	0.479734	0.000033	0.001328	0.311594	0	15
392	java.beans.DesignMode	0.001320	0.469767	0.000000	0.000186	1.000000	10	15
393	java.beans.Encoder	0.036964	0.484490	0.000522	0.002991	0.140067	0	15
394	java.beans.EnumPersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
395	java.beans.EventHandler	0.003300	0.476715	0.000008	0.000331	0.800000	6	15
396	java.beans.EventSetDescriptor	0.003960	0.476865	0.000001	0.000361	0.733333	7	15
397	java.beans.ExceptionListener	0.003300	0.332310	0.000002	0.000339	0.100000	0	15
398	java.beans.Expression	0.003960	0.477015	0.000000	0.000369	1.000000	0	15
399	java.beans.FeatureDescriptor	0.005941	0.477617	0.000003	0.000516	0.666667	7	15
400	java.beans.GenericBeanInfo	0.004620	0.478976	0.000199	0.000407	0.809524	7	15
401	java.beans.IndexedPropertyChangeEvent	0.002640	0.476865	0.000000	0.000265	1.000000	10	15
402	java.beans.IndexedPropertyDescriptor	0.004620	0.477165	0.000002	0.000403	0.714286	7	15
403	java.beans.IntrospectionException	0.004620	0.477617	0.000000	0.000374	0.952381	1	15
404	java.beans.Introspector	0.002640	0.476865	0.000199	0.000277	0.500000	7	15
405	java.beans.MetaData	0.003300	0.477015	0.000201	0.000324	0.600000	7	15
406	java.beans.MethodDescriptor	0.003960	0.476865	0.000001	0.000361	0.733333	7	15
407	java.beans.NameGenerator	0.001980	0.476415	0.000000	0.000222	1.000000	0	15
408	java.beans.NullPersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
409	java.beans.ObjectInputStreamWithLoader	0.005281	0.477767	0.000654	0.000489	0.678571	10	15
410	java.beans.ParameterDescriptor	0.003300	0.476715	0.000001	0.000311	0.800000	7	15
411	java.beans.PersistenceDelegate	0.018482	0.480342	0.000046	0.001489	0.276353	0	15
412	java.beans.PrimitivePersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
413	java.beans.PropertyChangeEvent	0.009241	0.478976	0.000162	0.000717	0.428571	10	15
414	java.beans.PropertyChangeListener	0.024422	0.347397	0.000281	0.001441	0.135135	2	15
415	java.beans.PropertyChangeListenerProxy	0.004620	0.481564	0.000218	0.000385	0.571429	2	15
416	java.beans.PropertyChangeSupport	0.003960	0.477466	0.000031	0.000337	0.600000	10	15
417	java.beans.PropertyDescriptor	0.005281	0.477316	0.000003	0.000452	0.678571	7	15
418	java.beans.PropertyEditor	0.006601	0.481105	0.000030	0.000497	0.533333	7	15
419	java.beans.PropertyEditorManager	0.002640	0.476715	0.000000	0.000264	0.833333	7	15
420	java.beans.PropertyEditorSupport	0.005281	0.481717	0.000030	0.000386	0.785714	7	15
421	java.beans.PropertyVetoException	0.005281	0.478069	0.000001	0.000418	0.821429	1	15
422	java.beans.ProxyPersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
423	java.beans.ReflectionUtils	0.003960	0.477015	0.000236	0.000382	0.600000	0	15
424	java.beans.SimpleBeanInfo	0.004620	0.478976	0.000199	0.000407	0.809524	7	15
425	java.beans.Statement	0.003960	0.477015	0.000000	0.000369	1.000000	0	15
426	java.beans.StaticFieldsPersistenceDelegate	0.004620	0.477165	0.000001	0.000423	0.857143	0	15
427	java.beans.VetoableChangeListener	0.007921	0.333407	0.000035	0.000622	0.272727	10	15
428	java.beans.VetoableChangeListenerProxy	0.004620	0.481564	0.000304	0.000396	0.571429	10	15
429	java.beans.VetoableChangeSupport	0.003960	0.477466	0.000121	0.000348	0.600000	10	15
430	java.beans.Visibility	0.000660	0.324481	0.000000	0.000145	0.000000	10	15
431	java.beans.XMLDecoder	0.003960	0.477316	0.000241	0.000362	0.666667	5	15
432	java.beans.XMLEncoder	0.005941	0.477918	0.000241	0.000519	0.638889	0	15
433	java.beans.beancontext.BeanContext	0.015182	0.480190	0.001996	0.001189	0.333333	10	16
434	java.beans.beancontext.BeanContextChild	0.006601	0.471669	0.001372	0.000560	0.611111	10	16
435	java.beans.beancontext.BeanContextChildComponentProxy	0.000660	0.336069	0.000000	0.000128	0.000000	2	16
436	java.beans.beancontext.BeanContextChildSupport	0.007921	0.479279	0.000422	0.000619	0.500000	10	16
437	java.beans.beancontext.BeanContextContainerProxy	0.000660	0.333040	0.000000	0.000128	0.000000	2	16
438	java.beans.beancontext.BeanContextEvent	0.005281	0.478220	0.000003	0.000448	0.714286	10	16
439	java.beans.beancontext.BeanContextMembershipEvent	0.005281	0.478220	0.000260	0.000442	0.535714	10	16
440	java.beans.beancontext.BeanContextMembershipListener	0.003960	0.330353	0.000009	0.000353	0.400000	10	16
441	java.beans.beancontext.BeanContextProxy	0.000660	0.320567	0.000000	0.000152	0.000000	10	16
442	java.beans.beancontext.BeanContextServiceAvailableEvent	0.007921	0.478824	0.000252	0.000573	0.654545	10	16
443	java.beans.beancontext.BeanContextServiceProvider	0.003960	0.468026	0.000000	0.000302	0.900000	10	16
444	java.beans.beancontext.BeanContextServiceProviderBeanInfo	0.001980	0.331655	0.000000	0.000235	0.666667	7	16
445	java.beans.beancontext.BeanContextServiceRevokedEvent	0.007921	0.478824	0.000646	0.000589	0.618182	10	16
446	java.beans.beancontext.BeanContextServiceRevokedListener	0.003300	0.329778	0.000027	0.000318	0.600000	10	16
447	java.beans.beancontext.BeanContextServices	0.013861	0.480495	0.001143	0.000893	0.385621	10	16
448	java.beans.beancontext.BeanContextServicesListener	0.003960	0.327638	0.000001	0.000370	0.666667	10	16
449	java.beans.beancontext.BeanContextServicesSupport	0.015182	0.481717	0.001198	0.001111	0.363636	10	16
450	java.beans.beancontext.BeanContextSupport	0.013861	0.481564	0.000493	0.000994	0.390476	10	16
451	java.beans.java_awt_BorderLayout_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
452	java.beans.java_awt_CardLayout_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
453	java.beans.java_awt_Choice_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
454	java.beans.java_awt_Component_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
455	java.beans.java_awt_Container_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
456	java.beans.java_awt_Dimension_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
457	java.beans.java_awt_GridBagConstraints_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
458	java.beans.java_awt_GridBagLayout_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
459	java.beans.java_awt_Insets_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
460	java.beans.java_awt_List_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
461	java.beans.java_awt_MenuBar_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
462	java.beans.java_awt_MenuShortcut_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
463	java.beans.java_awt_Menu_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
464	java.beans.java_awt_Point_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
465	java.beans.java_awt_Rectangle_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
466	java.beans.java_awt_SystemColor_PersistenceDelegate	0.003300	0.476865	0.000000	0.000319	1.000000	0	15
467	java.beans.java_awt_font_TextAttribute_PersistenceDelegate	0.003300	0.476865	0.000000	0.000319	1.000000	0	15
468	java.beans.java_beans_beancontext_BeanContextSupport_PersistenceDelegate	0.003300	0.476865	0.000000	0.000319	1.000000	0	15
469	java.beans.java_lang_Class_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
470	java.beans.java_lang_String_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
471	java.beans.java_lang_reflect_Field_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
472	java.beans.java_lang_reflect_Method_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
473	java.beans.java_util_AbstractCollection_PersistenceDelegate	0.003300	0.476865	0.000000	0.000319	1.000000	0	15
474	java.beans.java_util_AbstractList_PersistenceDelegate	0.003300	0.476865	0.000000	0.000320	1.000000	0	15
475	java.beans.java_util_AbstractMap_PersistenceDelegate	0.003300	0.476865	0.000000	0.000319	1.000000	0	15
476	java.beans.java_util_Collection_PersistenceDelegate	0.004620	0.477165	0.000001	0.000424	0.857143	0	15
477	java.beans.java_util_Collections	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
478	java.beans.java_util_Hashtable_PersistenceDelegate	0.003300	0.476865	0.000000	0.000319	1.000000	0	15
479	java.beans.java_util_List_PersistenceDelegate	0.003960	0.477015	0.000000	0.000369	0.933333	0	15
480	java.beans.java_util_Map_PersistenceDelegate	0.004620	0.477165	0.000001	0.000424	0.857143	0	15
481	java.beans.javax_swing_Box_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
482	java.beans.javax_swing_DefaultComboBoxModel_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
483	java.beans.javax_swing_DefaultListModel_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
484	java.beans.javax_swing_JFrame_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
485	java.beans.javax_swing_JMenu_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
486	java.beans.javax_swing_JTabbedPane_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
487	java.beans.javax_swing_ToolTipManager_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
488	java.beans.javax_swing_border_MatteBorder_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
489	java.beans.javax_swing_tree_DefaultMutableTreeNode_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
490	java.beans.sun_swing_PrintColorUIResource_PersistenceDelegate	0.003300	0.476865	0.000000	0.000315	1.000000	0	15
491	java.io.Bits	0.001980	0.476415	0.000000	0.000222	1.000000	0	17
492	java.io.BufferedInputStream	0.003300	0.477015	0.000000	0.000310	1.000000	5	17
493	java.io.BufferedOutputStream	0.003300	0.477165	0.000000	0.000311	1.000000	6	17
494	java.io.BufferedReader	0.003960	0.477316	0.000000	0.000353	1.000000	0	17
495	java.io.BufferedWriter	0.003960	0.477316	0.000035	0.000345	0.666667	0	17
496	java.io.ByteArrayInputStream	0.002640	0.476865	0.000000	0.000262	1.000000	5	17
497	java.io.ByteArrayOutputStream	0.002640	0.477015	0.000000	0.000263	1.000000	6	17
498	java.io.CharArrayReader	0.003300	0.477165	0.000000	0.000303	1.000000	0	17
499	java.io.CharArrayWriter	0.003960	0.477316	0.000035	0.000345	0.666667	0	17
500	java.io.CharConversionException	0.004620	0.477316	0.000000	0.000375	0.952381	1	17
501	java.io.Closeable	0.005281	0.360029	0.000045	0.000458	0.107143	5	17
502	java.io.Console	0.004620	0.477767	0.000305	0.000405	0.571429	6	17
503	java.io.DataInput	0.003300	0.469767	0.000002	0.000346	0.400000	6	17
504	java.io.DataInputStream	0.003960	0.477165	0.000006	0.000369	0.733333	6	17
505	java.io.DataOutput	0.003300	0.469767	0.000002	0.000346	0.400000	6	17
506	java.io.DataOutputStream	0.003960	0.477316	0.000006	0.000369	0.733333	6	17
507	java.io.DeleteOnExitHook	0.001980	0.476415	0.000000	0.000222	1.000000	0	17
508	java.io.EOFException	0.004620	0.477316	0.000000	0.000375	0.952381	1	17
509	java.io.ExpiringCache	0.001980	0.476415	0.000000	0.000222	1.000000	0	17
510	java.io.Externalizable	0.003960	0.342450	0.000002	0.000377	0.400000	6	17
511	java.io.File	0.018482	0.483716	0.002114	0.001385	0.218462	5	17
512	java.io.FileDescriptor	0.009241	0.478522	0.000013	0.000780	0.439560	9	17
513	java.io.FileFilter	0.001320	0.326087	0.000000	0.000144	0.000000	5	17
514	java.io.FileInputStream	0.005281	0.478522	0.000003	0.000454	0.714286	9	17
515	java.io.FileNotFoundException	0.004620	0.477316	0.000000	0.000375	0.952381	1	17
516	java.io.FileOutputStream	0.005281	0.478673	0.000004	0.000455	0.714286	9	17
517	java.io.FilePermission	0.003960	0.477015	0.000000	0.000346	0.933333	7	17
518	java.io.FilePermissionCollection	0.004620	0.477165	0.000001	0.000387	0.761905	7	17
519	java.io.FileReader	0.004620	0.477617	0.000002	0.000400	0.761905	0	17
520	java.io.FileSystem	0.002640	0.476865	0.000000	0.000267	1.000000	5	17
521	java.io.FileWriter	0.005941	0.478069	0.000040	0.000481	0.611111	0	17
522	java.io.FilenameFilter	0.003300	0.472404	0.000002	0.000244	0.500000	5	17
523	java.io.FilterInputStream	0.007921	0.478220	0.000005	0.000679	0.575758	5	17
524	java.io.FilterOutputStream	0.007261	0.478371	0.000004	0.000612	0.618182	6	17
525	java.io.FilterReader	0.003960	0.477316	0.000000	0.000353	1.000000	0	17
526	java.io.FilterWriter	0.003960	0.477316	0.000035	0.000345	0.666667	0	17
527	java.io.Flushable	0.002640	0.329491	0.000001	0.000280	0.166667	6	17
528	java.io.IOError	0.004620	0.477316	0.000000	0.000377	0.952381	1	17
529	java.io.IOException	0.020462	0.481870	0.000058	0.001458	0.335484	1	17
530	java.io.InputStream	0.050825	0.493485	0.001280	0.003608	0.101754	5	17
531	java.io.InputStreamReader	0.005941	0.477918	0.000002	0.000480	0.722222	0	17
532	java.io.InterruptedIOException	0.005281	0.477466	0.000000	0.000421	0.928571	1	17
533	java.io.InvalidClassException	0.004620	0.477316	0.000000	0.000377	0.952381	1	17
534	java.io.InvalidObjectException	0.004620	0.477316	0.000000	0.000377	0.952381	1	17
535	java.io.LineNumberInputStream	0.003300	0.477015	0.000000	0.000310	1.000000	5	17
536	java.io.LineNumberReader	0.003960	0.477316	0.000000	0.000353	1.000000	0	17
537	java.io.NotActiveException	0.004620	0.477316	0.000000	0.000377	0.952381	1	17
538	java.io.NotSerializableException	0.004620	0.477316	0.000000	0.000377	0.952381	1	17
539	java.io.ObjectInput	0.007261	0.477918	0.000554	0.000650	0.363636	6	17
540	java.io.ObjectInputStream	0.007261	0.479430	0.001114	0.000650	0.490909	10	17
541	java.io.ObjectInputValidation	0.001320	0.324272	0.000000	0.000201	1.000000	10	17
542	java.io.ObjectOutput	0.007261	0.477767	0.000550	0.000648	0.363636	6	17
543	java.io.ObjectOutputStream	0.005941	0.479127	0.000446	0.000513	0.527778	10	17
544	java.io.ObjectStreamClass	0.003300	0.476865	0.000000	0.000314	0.800000	0	17
545	java.io.ObjectStreamConstants	0.001980	0.324759	0.000000	0.000246	0.666667	10	17
546	java.io.ObjectStreamException	0.009241	0.478371	0.000003	0.000694	0.681319	1	17
547	java.io.ObjectStreamField	0.003300	0.476715	0.000000	0.000318	0.800000	0	17
548	java.io.OptionalDataException	0.004620	0.477316	0.000000	0.000377	0.952381	1	17
549	java.io.OutputStream	0.035644	0.487766	0.001115	0.002633	0.125786	6	17
550	java.io.OutputStreamWriter	0.006601	0.478069	0.000039	0.000518	0.600000	0	17
551	java.io.PipedInputStream	0.003960	0.477015	0.000000	0.000316	0.900000	0	17
552	java.io.PipedOutputStream	0.003960	0.477165	0.000000	0.000317	0.900000	0	17
553	java.io.PipedReader	0.004620	0.477316	0.000000	0.000351	0.866667	0	17
554	java.io.PipedWriter	0.005281	0.477466	0.000036	0.000394	0.619048	0	17
555	java.io.PrintStream	0.185479	0.532139	0.007752	0.012393	0.036248	1	17
556	java.io.PrintWriter	0.180858	0.529535	0.006747	0.012067	0.037245	1	17
557	java.io.PushbackInputStream	0.003300	0.477015	0.000000	0.000310	1.000000	5	17
558	java.io.PushbackReader	0.003960	0.477316	0.000000	0.000353	1.000000	0	17
559	java.io.RandomAccessFile	0.005941	0.478673	0.000148	0.000528	0.388889	6	17
560	java.io.Reader	0.019802	0.482024	0.000657	0.001455	0.234483	5	17
561	java.io.SequenceInputStream	0.003300	0.477015	0.000001	0.000303	0.700000	7	17
562	java.io.Serializable	0.102310	0.509244	0.003845	0.007048	0.035610	7	17
563	java.io.SerializablePermission	0.006601	0.477767	0.000437	0.000573	0.600000	10	17
564	java.io.StreamCorruptedException	0.004620	0.477316	0.000000	0.000377	0.952381	1	17
565	java.io.StreamTokenizer	0.003300	0.477165	0.000000	0.000303	0.900000	5	17
566	java.io.StringBufferInputStream	0.002640	0.476865	0.000000	0.000262	1.000000	5	17
567	java.io.StringReader	0.003300	0.477165	0.000000	0.000303	1.000000	0	17
568	java.io.StringWriter	0.004620	0.477466	0.000035	0.000386	0.714286	0	17
569	java.io.SyncFailedException	0.004620	0.477316	0.000000	0.000375	0.952381	1	17
570	java.io.UTFDataFormatException	0.004620	0.477316	0.000000	0.000375	0.952381	1	17
571	java.io.UnsupportedEncodingException	0.004620	0.477316	0.000000	0.000375	0.952381	1	17
572	java.io.WriteAbortedException	0.005281	0.477767	0.000000	0.000416	0.928571	1	17
573	java.io.Writer	0.014521	0.480190	0.000527	0.001070	0.294372	0	17
574	java.lang.AbstractMethodError	0.004620	0.477316	0.000000	0.000378	0.952381	1	18
575	java.lang.AbstractStringBuilder	0.005281	0.477165	0.000035	0.000391	0.761905	0	18
576	java.lang.Appendable	0.018482	0.355801	0.000062	0.001343	0.150794	0	18
577	java.lang.ApplicationShutdownHooks	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
578	java.lang.ArithmeticException	0.004620	0.477316	0.000000	0.000375	0.952381	1	18
579	java.lang.ArrayIndexOutOfBoundsException	0.004620	0.477316	0.000000	0.000379	0.952381	1	18
580	java.lang.ArrayStoreException	0.004620	0.477316	0.000000	0.000375	0.952381	1	18
581	java.lang.AssertionError	0.004620	0.477316	0.000000	0.000377	0.952381	1	18
582	java.lang.AssertionStatusDirectives	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
583	java.lang.Boolean	0.003960	0.477015	0.000001	0.000356	0.666667	0	18
584	java.lang.Byte	0.003300	0.476715	0.000000	0.000309	0.800000	0	18
585	java.lang.CharSequence	0.022442	0.473882	0.000095	0.001582	0.172348	0	18
586	java.lang.Character	0.004620	0.477316	0.000003	0.000393	0.571429	0	18
587	java.lang.CharacterData00	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
588	java.lang.CharacterData01	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
589	java.lang.CharacterData02	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
590	java.lang.CharacterData0E	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
591	java.lang.CharacterDataLatin1	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
592	java.lang.CharacterDataPrivateUse	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
593	java.lang.CharacterDataUndefined	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
594	java.lang.Class	0.821122	0.839800	0.263848	0.059265	0.008282	0	18
595	java.lang.ClassCastException	0.004620	0.477316	0.000000	0.000375	0.952381	1	18
596	java.lang.ClassCircularityError	0.004620	0.477316	0.000000	0.000377	0.952381	1	18
597	java.lang.ClassFormatError	0.005941	0.477617	0.000000	0.000469	0.888889	1	18
598	java.lang.ClassLoader	0.018482	0.481564	0.000074	0.001349	0.282051	5	18
599	java.lang.ClassNotFoundException	0.004620	0.477617	0.000000	0.000374	0.952381	1	18
600	java.lang.CloneNotSupportedException	0.005281	0.477767	0.000000	0.000419	0.964286	1	18
601	java.lang.Cloneable	0.045545	0.359687	0.000685	0.003103	0.017477	4	18
602	java.lang.Comparable	0.019142	0.481717	0.000118	0.001441	0.160099	0	18
603	java.lang.Compiler	0.001980	0.476415	0.000000	0.000222	1.000000	0	18
